Feature,Importance
CO2_ELECTROCHEMICALSENSOR,11.199804061105091
METALOXIDESENSOR_UNIT4,10.080852801741704
TIME_OF_DAY,9.761203477719022
AMBIENT_LIGHT_LEVEL,9.601381665897156
HVAC_OPERATION_MODE,8.94473624807239
METALOXIDESENSOR_UNIT2,8.751813838363125
METALOXIDESENSOR_UNIT1,8.536194927033977
HUMIDITY,8.223591859235505
TEMPERATURE,7.905124359826561
METALOXIDESENSOR_UNIT3,7.2100726529251755
CO2_INFRAREDSENSOR,6.67030556696496
CO_GASSENSOR,3.1149185411153906
