Feature,Importance
METALOXIDESENSOR_UNIT4,0.23883978878923678
METALOXIDESENSOR_UNIT2,0.11813466147275595
CO2_ELECTROCHEMICALSENSOR,0.11393752917949755
METALOXIDESENSOR_UNIT3,0.10271938772023265
METALOXIDESENSOR_UNIT1,0.09687080771445165
CO2_INFRAREDSENSOR,0.09304195629980816
HUMIDITY,0.08899659934842839
TEMPERATURE,0.08687612876360688
HVAC_OPERATION_MODE,0.022773488908773353
AMBIENT_LIGHT_LEVEL,0.01680909098628481
CO_GASSENSOR,0.010986698470252597
TIME_OF_DAY,0.010013862346671284
